Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.2690        -331.6224    -335.0633       3.4409   364.7
0.2695        -331.6229    -335.0020       3.3791   358.1
0.2700        -331.6230    -334.9434       3.3204   351.9
0.2705        -331.6238    -334.9032       3.2795   347.5
0.2710        -331.6249    -334.8912       3.2662   346.1
0.2715        -331.6270    -334.9066       3.2796   347.6
0.2720        -331.6290    -334.9370       3.3080   350.6
0.2725        -331.6307    -334.9698       3.3391   353.9
0.2730        -331.6329    -334.9952       3.3623   356.3
0.2735        -331.6351    -335.0016       3.3664   356.8
0.2740        -331.6374    -334.9745       3.3371   353.7
0.2745        -331.6385    -334.9065       3.2680   346.3
0.2750        -331.6387    -334.8104       3.1717   336.1
0.2755        -331.6381    -334.7131       3.0749   325.9
0.2760        -331.6376    -334.6462       3.0085   318.8
0.2765        -331.6378    -334.6362       2.9985   317.8
0.2770        -331.6393    -334.6965       3.0572   324.0
0.2775        -331.6420    -334.8202       3.1781   336.8
0.2780        -331.6455    -334.9767       3.3312   353.0
0.2785        -331.6495    -335.1206       3.4711   367.9
0.2790        -331.6529    -335.2053       3.5524   376.5
0.2795        -331.6543    -335.2019       3.5476   376.0
0.2800        -331.6537    -335.1166       3.4629   367.0
0.2805        -331.6519    -334.9917       3.3398   353.9
0.2810        -331.6509    -334.8890       3.2381   343.2
0.2815        -331.6518    -334.8591       3.2073   339.9
0.2820        -331.6553    -334.9184       3.2631   345.8
0.2825        -331.6606    -335.0412       3.3805   358.3
0.2830        -331.6661    -335.1743       3.5082   371.8
0.2835        -331.6713    -335.2641       3.5929   380.8
0.2840        -331.6745    -335.2745       3.6000   381.5
0.2845        -331.6771    -335.1977       3.5206   373.1
0.2850        -331.6781    -335.0511       3.3730   357.5
0.2855        -331.6785    -334.8786       3.2001   339.1
0.2860        -331.6792    -334.7309       3.0516   323.4
0.2865        -331.6815    -334.6467       2.9652   314.2
0.2870        -331.6844    -334.6399       2.9556   313.2
0.2875        -331.6881    -334.7038       3.0157   319.6
0.2880        -331.6915    -334.8158       3.1243   331.1
0.2885        -331.6952    -334.9508       3.2557   345.0
0.2890        -331.6992    -335.0845       3.3853   358.8
0.2895        -331.7027    -335.1918       3.4891   369.8
0.2900        -331.7072    -335.2529       3.5457   375.8
0.2905        -331.7112    -335.2511       3.5400   375.2
0.2910        -331.7141    -335.1840       3.4699   367.7
0.2915        -331.7153    -335.0724       3.3571   355.8
0.2920        -331.7161    -334.9594       3.2433   343.7
0.2925        -331.7178    -334.8947       3.1769   336.7
0.2930        -331.7214    -334.9116       3.1902   338.1
0.2935        -331.7279    -335.0051       3.2772   347.3
0.2940        -331.7350    -335.1308       3.3957   359.9
0.2945        -331.7415    -335.2319       3.4904   369.9
0.2950        -331.7462    -335.2674       3.5212   373.2
0.2955        -331.7494    -335.2288       3.4794   368.7
0.2960        -331.7517    -335.1384       3.3867   358.9
0.2965        -331.7539    -335.0341       3.2801   347.6
0.2970        -331.7568    -334.9529       3.1961   338.7
0.2975        -331.7604    -334.9217       3.1613   335.0
0.2980        -331.7651    -334.9520       3.1869   337.7
0.2985        -331.7707    -335.0375       3.2668   346.2
0.2990        -331.7774    -335.1551       3.3777   358.0
0.2995        -331.7842    -335.2697       3.4855   369.4
0.3000        -331.7913    -335.3473       3.5560   376.9
0.3005        -331.7974    -335.3623       3.5649   377.8
0.3010        -331.8030    -335.3084       3.5054   371.5
0.3015        -331.8069    -335.2002       3.3933   359.6
0.3020        -331.8096    -335.0820       3.2723   346.8
0.3025        -331.8131    -335.0123       3.1991   339.0
0.3030        -331.8192    -335.0332       3.2140   340.6
0.3035        -331.8292    -335.1410       3.3118   351.0
0.3040        -331.8402    -335.2819       3.4417   364.7
0.3045        -331.8500    -335.3875       3.5375   374.9
0.3050        -331.8579    -335.4118       3.5539   376.6
0.3055        -331.8631    -335.3513       3.4883   369.7
0.3060        -331.8678    -335.2399       3.3721   357.4
0.3065        -331.8725    -335.1242       3.2518   344.6
0.3070        -331.8779    -335.0492       3.1712   336.1
0.3075        -331.8842    -335.0446       3.1604   334.9
0.3080        -331.8925    -335.1195       3.2270   342.0
0.3085        -331.9025    -335.2529       3.3504   355.1
0.3090        -331.9130    -335.4024       3.4895   369.8
0.3095        -331.9234    -335.5237       3.6003   381.6
0.3100        -331.9326    -335.5840       3.6514   387.0
0.3105        -331.9415    -335.5737       3.6322   384.9
0.3110        -331.9498    -335.5018       3.5519   376.4
0.3115        -331.9576    -335.3943       3.4367   364.2
0.3120        -331.9648    -335.2886       3.3238   352.2
0.3125        -331.9724    -335.2273       3.2549   344.9
0.3130        -331.9812    -335.2435       3.2623   345.7
0.3135        -331.9931    -335.3453       3.3522   355.3
0.3140        -332.0077    -335.5008       3.4931   370.2
0.3145        -332.0221    -335.6467       3.6246   384.1
0.3150        -332.0364    -335.7216       3.6852   390.6
0.3155        -332.0481    -335.6900       3.6419   386.0
0.3160        -332.0581    -335.5611       3.5030   371.2
0.3165        -332.0659    -335.3788       3.3129   351.1
0.3170        -332.0738    -335.2101       3.1363   332.4
0.3175        -332.0826    -335.1159       3.0333   321.5
0.3180        -332.0936    -335.1295       3.0359   321.7
0.3185        -332.1070    -335.2424       3.1354   332.3
0.3190        -332.1212    -335.4102       3.2890   348.6
0.3195        -332.1355    -335.5799       3.4443   365.0
0.3200        -332.1498    -335.7058       3.5560   376.9
0.3205        -332.1631    -335.7577       3.5946   380.9
0.3210        -332.1759    -335.7259       3.5500   376.2
0.3215        -332.1875    -335.6200       3.4325   363.8
0.3220        -332.1977    -335.4709       3.2732   346.9
0.3225        -332.2060    -335.3294       3.1234   331.0
0.3230        -332.2156    -335.2548       3.0391   322.1
0.3235        -332.2271    -335.2813       3.0542   323.7
0.3240        -332.2416    -335.4034       3.1618   335.1
0.3245        -332.2586    -335.5711       3.3125   351.1
0.3250        -332.2751    -335.7078       3.4328   363.8
0.3255        -332.2895    -335.7491       3.4596   366.6
0.3260        -332.3013    -335.6699       3.3686   357.0
0.3265        -332.3100    -335.4921       3.1821   337.2
0.3270        -332.3164    -335.2798       2.9634   314.1
0.3275        -332.3231    -335.1164       2.7934   296.0
0.3280        -332.3318    -335.0658       2.7340   289.7
0.3285        -332.3427    -335.1470       2.8043   297.2
0.3290        -332.3559    -335.3309       2.9750   315.3
0.3295        -332.3704    -335.5543       3.1840   337.4
0.3300        -332.3839    -335.7426       3.3587   355.9
0.3305        -332.3952    -335.8396       3.4444   365.0
0.3310        -332.4041    -335.8322       3.4281   363.3
0.3315        -332.4118    -335.7514       3.3396   353.9
0.3320        -332.4197    -335.6487       3.2290   342.2
0.3325        -332.4285    -335.5690       3.1406   332.8
0.3330        -332.4382    -335.5366       3.0984   328.4
0.3335        -332.4483    -335.5553       3.1070   329.3
0.3340        -332.4585    -335.6175       3.1590   334.8
0.3345        -332.4695    -335.7090       3.2395   343.3
0.3350        -332.4811    -335.8051       3.3240   352.3
0.3355        -332.4933    -335.8741       3.3808   358.3
0.3360        -332.5046    -335.8869       3.3823   358.4
0.3365        -332.5144    -335.8292       3.3148   351.3
0.3370        -332.5226    -335.7107       3.1881   337.9
0.3375        -332.5290    -335.5657       3.0367   321.8
0.3380        -332.5346    -335.4469       2.9123   308.6
0.3385        -332.5418    -335.4039       2.8621   303.3
0.3390        -332.5512    -335.4548       2.9036   307.7
0.3395        -332.5629    -335.5764       3.0135   319.4
0.3400        -332.5744    -335.7153       3.1409   332.9
0.3405        -332.5840    -335.8177       3.2337   342.7
0.3410        -332.5918    -335.8556       3.2638   345.9
0.3415        -332.5982    -335.8356       3.2373   343.1
0.3420        -332.6043    -335.7853       3.1809   337.1
0.3425        -332.6110    -335.7346       3.1236   331.0
0.3430        -332.6183    -335.7020       3.0837   326.8
0.3435        -332.6260    -335.6892       3.0632   324.6
0.3440        -332.6335    -335.6867       3.0532   323.6
0.3445        -332.6406    -335.6834       3.0428   322.5
0.3450        -332.6473    -335.6711       3.0238   320.5
0.3455        -332.6529    -335.6463       2.9934   317.2
0.3460        -332.6580    -335.6142       2.9563   313.3
0.3465        -332.6628    -335.5844       2.9216   309.6
0.3470        -332.6685    -335.5611       2.8927   306.6
0.3475        -332.6737    -335.5366       2.8629   303.4
0.3480        -332.6787    -335.4996       2.8209   298.9
0.3485        -332.6819    -335.4402       2.7582   292.3
0.3490        -332.6836    -335.3642       2.6806   284.1
0.3495        -332.6847    -335.2916       2.6070   276.3
0.3500        -332.6857    -335.2425       2.5568   271.0
0.3505        -332.6868    -335.2262       2.5394   269.1
0.3510        -332.6870    -335.2413       2.5543   270.7
0.3515        -332.6861    -335.2876       2.6015   275.7
0.3520        -332.6849    -335.3678       2.6829   284.3
0.3525        -332.6844    -335.4780       2.7936   296.1
0.3530        -332.6841    -335.5954       2.9114   308.5
0.3535        -332.6829    -335.6825       2.9995   317.9
0.3540        -332.6800    -335.7080       3.0280   320.9
0.3545        -332.6748    -335.6645       2.9897   316.8
0.3550        -332.6684    -335.5726       2.9042   307.8
0.3555        -332.6617    -335.4700       2.8083   297.6
0.3560        -332.6559    -335.3945       2.7387   290.2
0.3565        -332.6509    -335.3674       2.7165   287.9
0.3570        -332.6460    -335.3901       2.7441   290.8
0.3575        -332.6411    -335.4512       2.8101   297.8
0.3580        -332.6353    -335.5306       2.8953   306.8
0.3585        -332.6296    -335.6077       2.9781   315.6
0.3590        -332.6226    -335.6601       3.0375   321.9
0.3595        -332.6154    -335.6722       3.0568   324.0
0.3600        -332.6064    -335.6349       3.0285   321.0
0.3605        -332.5963    -335.5574       2.9612   313.8
0.3610        -332.5850    -335.4698       2.8849   305.7
0.3615        -332.5735    -335.4171       2.8436   301.4
0.3620        -332.5635    -335.4378       2.8743   304.6
0.3625        -332.5550    -335.5410       2.9860   316.4
0.3630        -332.5474    -335.7013       3.1539   334.2
0.3635        -332.5394    -335.8682       3.3288   352.8
0.3640        -332.5293    -335.9867       3.4574   366.4
0.3645        -332.5178    -336.0215       3.5037   371.3
0.3650        -332.5045    -335.9631       3.4586   366.5
0.3655        -332.4905    -335.8345       3.3440   354.4
0.3660        -332.4766    -335.6797       3.2032   339.5
0.3665        -332.4642    -335.5451       3.0809   326.5
0.3670        -332.4534    -335.4617       3.0084   318.8
0.3675        -332.4434    -335.4402       2.9968   317.6
0.3680        -332.4340    -335.4729       3.0389   322.1
0.3685        -332.4248    -335.5367       3.1119   329.8
0.3690        -332.4156    -335.5979       3.1823   337.3
0.3695        -332.4060    -335.6182       3.2122   340.4
0.3700        -332.3950    -335.5661       3.1711   336.1
0.3705        -332.3817    -335.4343       3.0527   323.5
0.3710        -332.3669    -335.2532       2.8863   305.9
0.3715        -332.3516    -335.0828       2.7312   289.4
0.3720        -332.3380    -334.9888       2.6509   280.9
0.3725        -332.3269    -335.0089       2.6820   284.2
0.3730        -332.3174    -335.1337       2.8163   298.5
0.3735        -332.3076    -335.3129       3.0053   318.5
0.3740        -332.2960    -335.4796       3.1836   337.4
0.3745        -332.2824    -335.5793       3.2969   349.4
0.3750        -332.2656    -335.5827       3.3171   351.5
0.3755        -332.2475    -335.4951       3.2476   344.2
0.3760        -332.2282    -335.3516       3.1234   331.0
0.3765        -332.2094    -335.2092       2.9997   317.9
0.3770        -332.1920    -335.1250       2.9330   310.8
0.3775        -332.1765    -335.1362       2.9597   313.7
0.3780        -332.1627    -335.2440       3.0814   326.6
0.3785        -332.1491    -335.4138       3.2646   346.0
0.3790        -332.1347    -335.5903       3.4556   366.2
0.3795        -332.1182    -335.7173       3.5990   381.4
0.3800        -332.1008    -335.7564       3.6556   387.4
0.3805        -332.0816    -335.6904       3.6088   382.4
0.3810        -332.0611    -335.5371       3.4760   368.4
0.3815        -332.0402    -335.3517       3.3115   350.9
0.3820        -332.0210    -335.2076       3.1866   337.7
0.3825        -332.0054    -335.1622       3.1568   334.5
0.3830        -331.9923    -335.2259       3.2337   342.7
0.3835        -331.9802    -335.3633       3.3831   358.5
0.3840        -331.9672    -335.5129       3.5457   375.8
0.3845        -331.9532    -335.6179       3.6648   388.4
0.3850        -331.9375    -335.6398       3.7022   392.4
0.3855        -331.9214    -335.5647       3.6434   386.1
0.3860        -331.9043    -335.4024       3.4981   370.7
0.3865        -331.8871    -335.1914       3.3044   350.2
0.3870        -331.8705    -334.9915       3.1210   330.8
0.3875        -331.8560    -334.8619       3.0060   318.6
